t,MTS_F,MTS,Laser,Strain Guage 1,Strain Guage 2,MTS_stress,Comment
45.685,2033.385254,0.010255891095333652,0.0002451255882601226,7.012464e-05,0.001726,43.064421890041174,
46.225,2053.152933,0.010334710871625342,0.0002548932647919848,7.090263e-05,0.001721,43.483075298965176,
46.768,2069.991768,0.01050592895855436,0.00015922749170016202,7.237547e-05,0.001722,43.839699648999336,
47.312,2090.987982,0.010446499436437173,0.00036948391116442607,7.333461e-05,0.001727,44.28437181135072,
47.859,2123.263222,0.010578803104422397,0.0003999001686001691,7.434959e-05,0.001716,44.967918890896094,
48.405,2140.94738,0.010903348822771749,0.0003781024492808651,7.474168e-05,0.001716,45.34244606885415,
48.946,2165.827251,0.010836152486137217,0.00040086975413823817,7.616861e-05,0.001717,45.86936897203057,
49.492,2184.868757,0.011226930384836149,0.00036388186138875984,7.669719e-05,0.001718,46.2726429931206,
50.035,2201.979706,0.01110317021281995,0.0003134993239834131,7.744663e-05,0.001715,46.63503035932453,
50.58,2234.225964,0.01158374855661103,0.0003049526070180177,7.83735e-05,0.001713,47.31796363827666,
51.121,2253.834239,0.011372276944786906,0.0003717462774200057,7.95932e-05,0.001709,47.73324108040172,
51.667,2280.691361,0.011389096115534805,0.00045250916168557365,8.01528e-05,0.00171,48.30203955589234,
52.21,2310.358176,0.011493091083710332,0.00037982615690412743,8.114791e-05,0.001725,48.930343629004206,
52.753,2337.023691,0.011820663181509521,0.0003351893115762791,8.19631e-05,0.001731,49.4950841205644,
53.296,2345.344891,0.01199461304457908,0.00034861986680766936,8.292595e-05,0.001727,49.671316178275305,
53.841,2370.836615,0.011824118074863634,0.0003150793893047156,8.41841e-05,0.001729,50.211197322235094,
54.385,2400.561396,0.012394470081627713,0.00030409075320638655,8.506257e-05,0.001731,50.84072903889083,
54.927,2420.391871,0.01242749243438615,0.00037724059546923397,8.594104e-05,0.001731,51.26071238439801,
55.472,2439.649136,0.012587140645896309,0.00011782259816609,8.653041e-05,0.001732,51.66855589697241,
56.015,2470.257884,0.012594398600152126,0.0003158694219654306,8.766695e-05,0.001733,52.31680887058129,
56.559,2493.327959,0.01263604479523646,0.00025834068003863697,8.826997e-05,0.001735,52.80540267781999,
57.102,2520.371858,0.012667004924829823,0.00037609145705368326,8.925141e-05,0.001732,53.37815684420171,
57.643,2540.170131,0.012713498683457879,0.00030473714356514184,9.014724e-05,0.001726,53.79745819375611,
58.187,2570.935062,0.013168607232055825,0.00029292256423057593,9.055173e-05,0.001717,54.44901891762571,
58.732,2593.818362,0.013059255840075237,0.0002950771987597176,9.13148e-05,0.001719,54.93365707633067,
59.273,2624.668631,0.013548109858645194,0.0004319324019327365,9.275408e-05,0.00172,55.58702514665762,
59.82,2644.708425,0.013329460638922125,0.0003362307182653919,9.377398e-05,0.001714,56.01144159293008,
60.365,2672.974421,0.01366755810949835,0.00022393834872405202,9.501473e-05,0.001709,56.61007816437746,
60.908,2700.063405,0.0138228140534884,0.0001705752335534543,9.583239e-05,0.001705,57.183787171686205,
61.453,2720.536327,0.014017546840921689,0.00021348837125791274,9.627906e-05,0.001708,57.61737669860716,
61.996,2748.723427,0.013745279818909916,0.00021607393269280618,9.747141e-05,0.001701,58.21434235667364,
62.541,2772.147734,0.014173472337887395,0.0002596693713315417,9.846153e-05,0.0017,58.71043833117993,
63.085,2806.240825,0.014189086313279151,0.00038065210014023675,9.947025e-05,0.001709,59.43248510095529,
63.631,2824.176168,0.014001772172815806,0.0003413659305597845,0.000101,0.00171,59.81233204642478,
64.173,2854.852543,0.014432910724886058,0.0003961295581742031,0.000101,0.001713,60.46201727083485,
64.72,2879.429711,0.014491992079456032,0.0002648404942013286,0.000102,0.001718,60.98252932310452,
65.305,2914.959047,0.014753492689619578,0.00030875912801937795,0.000104,0.001685,61.73499387057144,
65.85,2933.891066,0.014484064572224559,0.00033364515683049844,0.000105,0.001687,62.135949101186235,
66.4,2962.904169,0.015115640503080561,0.0004002951849305266,0.000106,0.001689,62.75040841501934,
66.944,2984.97274,0.014768678151107058,0.0002489321092614829,0.000107,0.001692,63.2177916864308,
67.488,3019.777514,0.015111944570655067,0.00024713658048730445,0.000108,0.001689,63.9549109649222,
68.033,3039.527485,0.015073137280187294,5.702599387012578e-05,0.00011,0.001682,64.37318934172609,
68.581,3068.901259,0.015366615740467262,0.0003584952750660971,0.000111,0.001689,64.9952871923672,
69.126,3103.726966,0.01566097801067493,0.00033960631236100035,0.000112,0.001691,65.73284980423168,
69.67,3126.078922,0.015717729320889683,0.0002680006248440612,0.000113,0.001693,66.20623479675,
70.214,3154.298227,0.015577846313220196,0.0002623985750683949,0.000114,0.001694,66.80388251430531,
70.76,3180.258506,0.015845372900164648,0.00036675470742757285,0.000115,0.001696,67.35368703611934,
71.306,3220.099798,0.01620926155136226,0.00022260965743101967,0.000117,0.001694,68.19747313319917,
71.849,3236.608559,0.016065039840410585,0.00030355209457406924,0.000118,0.001687,68.54710695059177,
72.392,3256.414886,0.016014850149357038,0.00023614794438884786,0.000119,0.001689,68.96657887325976,
72.938,3299.413662,0.016401932115630666,0.00018310802439769157,0.000121,0.001688,69.87723632333064,
73.482,3324.53828,0.016314917010917165,0.0003607576413215491,0.000122,0.001687,70.40934264565678,
74.024,3351.435662,0.016205458490460557,0.00025327728889516045,0.000124,0.001686,70.97899377492851,
74.567,3382.226361,0.016794799019613633,0.00023575292805861793,0.000125,0.001689,71.63110023110391,
75.109,3415.139225,0.016758134298667998,0.00024523331998656055,0.000127,0.001689,72.32815134727451,
75.653,3443.764287,0.016871369097907162,0.00037232084662771725,0.000128,0.001677,72.93439246374354,
76.19,3470.444301,0.016915184644632594,0.00020429526393376212,0.00013,0.001673,73.49944002502983,
76.734,3503.819275,0.017278725128282994,0.00027776830137592336,0.000131,0.00167,74.20627802244216,
77.276,3528.246704,0.01740403866320255,0.0003684425044753133,0.000132,0.001676,74.72361879988495,
77.822,3564.352476,0.017068271236981545,0.00023898487985226662,0.000134,0.001676,75.48829150271631,
78.365,3598.442353,0.01764604189071576,0.0003161567065693502,0.000136,0.001674,76.21027020420424,
78.909,3620.346694,0.017680805081210636,0.0002808566108676123,0.000137,0.001677,76.67417530049217,
79.456,3650.163261,0.017822777094164154,0.000325493456195333,0.000139,0.001672,77.30565092375382,
79.997,3689.004661,0.01803285603579905,0.00024961441019575995,0.00014,0.001669,78.12826062504352,
80.541,3719.774432,0.01815551814093513,0.0002970163698358558,0.000142,0.00167,78.77992385373926,
81.084,3748.79237,0.017977309920940442,0.0002681083565704991,0.000143,0.001668,79.39448556650511,
81.628,3784.738741,0.01846402136998826,0.0004185736678523899,0.000146,0.00167,80.1557823660736,
82.173,3823.061678,0.01801568869750375,0.00031263747017178193,0.000147,0.001666,80.96741170379352,
82.719,3842.051666,0.018378720320892623,0.0002734231217422458,0.000149,0.001666,81.3695946414882,
83.26,3871.190367,0.018850058833619874,0.00035659201456535313,0.00015,0.001667,81.98671395555981,
83.806,3915.047355,0.01889842734057973,0.00028247258676443666,0.000152,0.001669,82.91554720560092,
84.35,3938.234979,0.018913103941805492,0.0004386835901238259,0.000153,0.001662,83.40663054585791,
84.892,3967.893755,0.018867306518272238,0.0002842681155387426,0.000155,0.001663,84.03476436353642,
85.438,4000.949927,0.018985469227412188,0.00028477086359553807,0.000156,0.001658,84.73485055442299,
85.981,4027.581641,0.018655218917710374,0.0001905774240985799,0.000157,0.001654,85.29887518531613,
86.523,4067.661243,0.01916769476526062,0.00021115418385141705,0.000159,0.001659,86.14770837436264,
87.065,4092.128929,0.019617661147005742,0.00024562833631691807,0.000161,0.001654,86.66590174205047,
87.612,4121.01323,0.019491115634610895,0.0003181317882210102,0.000162,0.001655,87.27763319914449,
88.154,4171.584505,0.019570658528116347,0.0004028448357898982,0.000163,0.001646,88.3486662057197,
88.698,4193.300463,0.01990803288147881,0.00032484706583670535,0.000165,0.001648,88.80858159815148,
89.241,4225.992746,0.019715790831114677,0.0002410676932303646,0.000167,0.001651,89.50096109922788,
89.786,4222.566367,0.02022025882507639,0.0002271703005177007,0.000166,0.001657,89.42839490424791,
90.332,4213.860341,0.019902435418602368,0.0003485121350812314,0.000166,0.001651,89.24401273863903,
90.875,4219.972432,0.019723396952917898,0.00023216187051000597,0.000166,0.001648,89.37345877693232,
91.422,4199.13078,0.020389307560364504,0.00017578226699876303,0.000163,0.001649,88.9320600341964,
91.966,4094.883879,0.02028338427961907,0.00022659573130986158,0.00016,0.001658,86.72424795502343,
92.511,4023.276126,0.019914594500640013,0.00028836192114402244,0.000157,0.001662,85.207690047601,
93.052,3930.907233,0.02011926345423174,0.00024598744207175374,0.000153,0.001665,83.2514385355754,
93.596,3856.096916,0.020075287214792185,0.00010640303516188162,0.000151,0.001667,81.6670545401283,
94.139,3772.231175,0.019939608999809722,0.00028843374229493856,0.000148,0.001669,79.8908885895588,
94.681,3689.597193,0.019624035291333858,0.00024153453071163822,0.000145,0.001667,78.14080967249095,
95.225,3622.398011,0.01973019961115029,3.2965908295114625e-05,0.000142,0.001667,76.71761949314796,
95.769,3545.893835,0.01979161101007549,0.00011606297996730586,0.000139,0.001666,75.0973617947443,
96.315,3466.879451,0.01938556730353201,0.00027166350354346165,0.000136,0.00167,73.42394119662399,
96.857,3407.534535,0.019700364330556008,0.0002420372787684337,0.000134,0.001666,72.16709402778292,
97.401,3334.323098,0.01963472135682483,0.00022630844670606958,0.000132,0.001671,70.61657220515139,
97.941,3262.254862,0.019627570531045226,0.00018544221180418727,0.00013,0.001673,69.0902618742046,
98.487,3185.763573,0.01958806690548265,0.0003896656545869057,0.000127,0.001676,67.47027710548991,
99.028,3109.744057,0.01957419376782752,8.015240448233454e-05,0.000124,0.001678,65.86028386763162,
99.572,3056.831653,0.01974503690509037,0.0002742490649783551,0.000122,0.001674,64.73966883189759,
100.114,2984.39631,0.019564686115573545,0.00019075697697593392,0.00012,0.001677,63.20558365813845,
100.658,2911.571314,0.01952020101587246,0.00030847184341558596,0.000118,0.001678,61.663246146978075,
101.201,2850.489065,0.01947560878769516,8.342026685150507e-05,0.000115,0.001679,60.369604553111905,
101.747,2767.463838,0.01932795896550852,0.00025234361393261317,0.000112,0.001684,58.61123958217932,
102.293,2708.350793,0.019121120660275503,0.00020447481681124376,0.00011,0.001681,57.359303135764534,
102.837,2635.807575,0.019365132546715683,0.00012141365571457436,0.000107,0.001686,55.8229333115673,
103.381,2570.915741,0.019275251755266475,0.00017721869001810573,0.000105,0.001685,54.44860972428977,
103.927,2505.510273,0.018821776915929136,0.00016992884319469906,0.000102,0.001681,53.06340804530307,
104.472,2435.247016,0.019301899963696793,7.972147757658275e-05,9.915262e-05,0.001679,51.57532479257757,
105.015,2373.754188,0.01897821127315618,0.0001483824979037928,9.678156e-05,0.001683,50.27298767618785,
105.563,2300.879286,0.01855542874222187,3.253498138936284e-05,9.408293e-05,0.001683,48.7295932216693,
106.106,2232.066767,0.01904023866081893,-1.461560422233523e-05,9.207663e-05,0.001689,47.27223468928934,
106.65,2169.450064,0.018833400355586102,0.0001281289333302695,8.94003e-05,0.001691,45.946095380444234,
107.191,2106.313287,0.018856432977947993,4.7114675036176225e-05,8.730589e-05,0.001694,44.60894158917087,
107.735,2039.793608,0.01849238363403625,6.39567349386968e-05,8.457246e-05,0.001699,43.20014238852214,
108.277,1971.784551,0.018793307523405123,0.0001398716915137917,8.243832e-05,0.001697,41.759800123213346,
108.818,1908.494813,0.01845780791837446,8.586218598443872e-05,7.995179e-05,0.001702,40.41940681939618,
109.36,1838.703333,0.018525861282817923,2.660973643438276e-05,7.759676e-05,0.001708,38.94131518224183,
109.904,1781.93788,0.01868454533804313,0.00015226084005606918,7.56971e-05,0.001711,37.73909764281469,
110.448,1759.336357,0.01835630368726828,9.290065877957527e-05,7.732379e-05,0.001712,37.260427149894184,
110.991,1830.547979,0.018249684071428428,-3.8747510948262494e-05,7.980413e-05,0.001716,38.76859552440633,
111.536,1903.802868,0.01882073241328712,4.226674734583077e-05,8.216411e-05,0.001718,40.3200376031754,
112.079,1985.955386,0.018944144417755916,0.00014023079726862737,8.480449e-05,0.001714,42.05991974676903,
112.627,2066.399547,0.018867467210986366,-3.364820922939172e-05,8.695723e-05,0.001718,43.763621138858696,
113.169,2146.466938,0.01880865367760673,7.882371318942977e-05,8.987055e-05,0.00172,45.45934303852134,
113.713,2211.944857,0.018669279530198774,-3.0990826643454595e-05,9.26238e-05,0.001717,46.84607913427644,
114.257,2300.785898,0.018773997615587873,-4.406227612000916e-05,9.626417e-05,0.001717,48.72761538681309,
114.798,2406.797465,0.019008501849773887,1.8960783856012804e-05,9.913153e-05,0.001716,50.972800767956,
115.34,2487.769758,0.01907834961619209,5.569730257709343e-05,0.000103,0.001716,52.68768730030223,
115.881,2579.682949,0.018752518356129528,7.020517507299071e-05,0.000106,0.001723,54.63428764408732,
116.426,2675.417002,0.018769498219591556,5.673870926582347e-06,0.000109,0.00172,56.66180881329296,
116.969,2753.412152,0.019665172626156666,0.0002580174848591955,0.000112,0.001716,58.31364337753487,
117.515,2850.975327,0.01896605219111873,0.00013523922727619455,0.000116,0.001713,60.37990294190758,
118.06,2940.194762,0.01905178175411883,0.00013143270627483428,0.000119,0.001697,62.26945308105259,
118.604,3018.152883,0.019414277735127217,0.00017445357570573068,0.000122,0.001691,63.920503419838454,
119.146,3111.489448,0.019173051189065683,7.695636326420768e-05,0.000125,0.001685,65.89724895048506,
119.69,3221.147999,0.019690347818040504,6.273577537222998e-05,0.000131,0.001694,68.21967264999056,
120.232,3389.624953,0.019660941051350685,0.00024042130287160935,0.000137,0.001708,71.78779266636846,
120.773,3564.162479,0.019720290227110998,0.00023169503302873236,0.000143,0.001703,75.48426761646567,
121.32,3725.899403,0.02010150690931785,0.00026466094132397456,0.00015,0.001698,78.90964267347074,
121.862,3889.600705,0.019865342183752268,0.00019786727092198657,0.000155,0.001689,82.37662066960262,
122.41,4046.993487,0.02004285406865234,0.00019711314883679338,0.000161,0.001692,85.70999251990094,
122.953,4166.264603,0.020120388303230822,0.00029360486516472544,0.000164,0.001681,88.2359976872031,
123.495,4236.378148,0.020574639824020028,0.00021266242802180343,0.000167,0.001678,89.72091023692614,
124.04,4286.843157,0.020499703454986917,0.00028182619640568137,0.000169,0.001677,90.78969266956433,
124.586,4341.636222,0.020409929792013917,0.00043742671998196476,0.000171,0.001674,91.95013762861312,
125.131,4377.345909,0.020867716552514487,0.000371674456268962,0.000173,0.001676,92.70642177275363,
125.679,4418.156519,0.02032272721246733,0.00029331758056093344,0.000175,0.001667,93.57073674856684,
126.224,4468.043491,0.02082882891568965,0.0003792515876962883,0.000178,0.001666,94.62727711876896,
126.767,4513.972738,0.021099971088702343,0.0003527136724129492,0.00018,0.001662,95.59999808544707,
127.309,4543.760331,0.021121878862065152,0.00023787165201211017,0.000182,0.001659,96.23086007754492,
127.853,4582.360222,0.02140279650852216,0.000366718796852051,0.000184,0.001658,97.04835493626076,
128.399,4617.277722,0.021237015191755266,0.0003856077595571477,0.000187,0.001657,97.78786160298192,
128.943,4660.049487,0.021684464054311885,0.00046507786310533275,0.000188,0.00165,98.69371125902634,
129.488,4686.993574,0.021747616290973715,0.0003538269002529781,0.000191,0.001643,99.2643515386917,
130.032,4730.707272,0.02171389760312085,0.00045750073167800644,0.000193,0.001644,100.19015009523314,
130.576,4760.832997,0.021811009566706733,0.00032222559382629005,0.000195,0.001631,100.82817327780087,
131.121,4797.652075,0.022299167250182075,0.00038248353948993697,0.000197,0.001612,101.60795286235091,
131.665,4838.995648,0.022497863791231195,0.0004603376671412976,0.000199,0.001618,102.4835552926387,
132.209,4870.916681,0.02222101702686604,0.0004239961647505745,0.000201,0.001611,103.15960073438355,
132.752,4903.773205,0.022383236321802613,0.00039731460716527564,0.000204,0.001624,103.855458643549,
133.296,4943.889853,0.022463368421926467,0.00024659792185498713,0.000206,0.001626,104.70507641808915,
133.84,4981.758746,0.02236893467024302,0.0002530259148667627,0.000208,0.00163,105.50708970182514,
134.385,5004.815957,0.023112540204982233,0.00031644399117314217,0.00021,0.001626,105.99541106648458,
134.932,5047.933908,0.022785932263467996,0.00035960850290612595,0.000213,0.001626,106.90859248611247,
135.476,5085.3262,0.02295385614975703,0.0004730859214384108,0.000215,0.001623,107.70051198831007,
136.021,5111.423357,0.02320509920833388,0.00029109112488087566,0.000218,0.001622,108.25321540590778,
136.566,5149.174712,0.023327573838636873,0.0004754201088449065,0.00022,0.001616,109.05273938959097,
137.109,5189.194755,0.023247361392155955,0.0003404681661726315,0.000223,0.001615,109.90031119745144,
137.653,5224.791744,0.02341365156918438,0.0003129247547757015,0.000226,0.001608,110.65420854636531,
138.201,5258.429191,0.023603027932812607,0.0005002343165051109,0.000229,0.001604,111.36660537626379,
138.743,5297.81645,0.023534733529297955,0.0003723926677787609,0.000231,0.001599,112.20077565232516,
139.289,5336.84626,0.024112664875746294,0.0003337528885569364,0.000234,0.001595,113.02737562929546,
139.835,5366.703098,0.024007973572476155,0.0005324820132905541,0.000237,0.001591,113.65970413930373,
140.381,5410.194608,0.024334929681537793,0.0004751328242411145,0.00024,0.001593,114.58079704660724,
140.927,5429.603244,0.023969326974722507,0.000379502961724686,0.000243,0.001592,114.99184639761933,
141.471,5472.276804,0.024563220464110008,0.00026020802996385903,0.000246,0.001592,115.8956162010911,
142.016,5498.65091,0.024524252480928106,0.0006088638073469227,0.000249,0.001586,116.45418503379135,
142.559,5534.254343,0.024581512651404198,0.0004895329650105738,0.000252,0.001584,117.20821885813902,
143.104,5567.035199,0.024699916399615336,0.00044507567256020714,0.000256,0.001585,117.90247421871257,
143.646,5616.635588,0.024905978023396485,0.000601573960523516,0.000259,0.001577,118.9529451383793,
144.189,5656.629876,0.024608937541286194,0.0005732046058904766,0.000262,0.001579,119.79997148925685,
144.731,5692.748557,0.02527458032754246,0.0005521610086562383,0.000266,0.001577,120.5649175877082,
145.276,5729.543497,0.025328332040426522,0.00043731898825539924,0.00027,0.001572,121.34418596120587,
145.819,5759.384239,0.025353855399857572,0.0005183332465494925,0.000274,0.001577,121.97617357913117,
146.362,5802.394325,0.025620873126540496,0.00044378289184269663,0.000278,0.001568,122.88707056010779,
146.904,5826.122972,0.025729447837069215,0.00041243295944440637,0.000282,0.00156,123.38961205502503,
147.45,5868.327989,0.02591678875965171,0.000419830537994251,0.000286,0.00156,124.28345873478676,
147.991,5911.521632,0.025618891249732677,0.0003598239663590018,0.00029,0.001553,125.19824321129492,
148.538,5934.348602,0.02599622452468095,0.00026419410384257336,0.000294,0.001551,125.68168837478154,
149.081,5976.395827,0.02626549194936184,0.00042471437626024586,0.000299,0.001542,126.57219322778148,
149.625,6009.387618,0.02629824648092994,0.0004170295131064817,0.000304,0.001531,127.27091591387216,
150.165,6054.386233,0.026539740848181625,0.00044679938018346945,0.000309,0.001517,128.22392732035084,
150.708,6092.866997,0.026381833474408097,0.00038919881710563207,0.000314,0.001503,129.03889922608647,
151.253,6127.103429,0.026567513905610834,0.0005070573258472439,0.000319,0.001507,129.76398176947433,
151.8,6165.597076,0.02682574709725335,0.0005228220684851298,0.000325,0.001512,130.5792265201842,
