t,MTS_F,MTS,Laser,Strain Guage 1,Strain Guage 2,MTS_stress,Comment
0.0,426.479419,0.0,0.0,-6.741607e-06,-1.211858e-05,8.944044489929034,
0.544,425.874007,0.00025170498585269055,2.753968647539141e-05,-6.577634e-06,-1.167002e-05,8.93134790570597,
1.084,430.741457,-4.013072331308854e-05,2.73886461473957e-05,-6.322977e-06,-1.186749e-05,9.03342713254084,
1.629,422.674661,-2.412084426284679e-06,3.146673500399534e-05,-6.237264e-06,-1.112638e-05,8.864251835678083,
2.172,429.802746,0.0001001942761713415,-5.009504212656665e-05,-6.233537e-06,-1.093622e-05,9.013740665684193,
2.718,431.606101,0.00017361706585242742,0.00012798150460827906,-6.401237e-06,-9.787989e-06,9.051560280494577,
3.264,431.47729,-6.735281898188494e-05,0.00022444592743668345,-6.098135e-06,-9.241906e-06,9.048858880934677,
3.81,433.222681,-4.97790610184156e-05,8.805651123527186e-05,-5.725468e-06,-8.689729e-06,9.085462885866324,
4.355,435.169339,0.00011872226533648214,0.00018426920018356415,-5.544104e-06,-8.239941e-06,9.126287823678098,
4.898,438.032165,-0.0002107525634493106,0.0001114677620781843,-5.376404e-06,-6.672385e-06,9.186326460878844,
5.441,449.362713,0.00013279717556042732,-3.2675057628318765e-05,-5.209947e-06,-5.898357e-06,9.42394853803534,
5.984,448.778233,-0.0001262500892602965,0.00021201027376300947,-4.721754e-06,-3.731071e-06,9.411690935697269,
6.527,451.938935,1.1848370753629973e-05,-0.00012898844012854856,-4.494428e-06,-2.108647e-06,9.47797657117692,
7.07,464.958518,-3.909697284462701e-05,-0.00021427587868348173,-4.45592e-06,-2.741198e-07,9.751020766053589,
7.611,461.84451,0.00010976309460987831,9.676650348421694e-05,-3.155318e-06,2.502674e-06,9.685714388176548,
8.157,475.899412,0.00041919906816151575,7.431184138551583e-05,-1.606277e-06,8.430535e-06,9.980471094336833,
8.702,503.00127,0.001588185303005215,7.889339800198192e-05,0.000134,0.000408,10.548846056674087,
9.244,1862.460936,0.0025041677373051907,-6.882404280089659e-05,0.000142,0.000432,39.059173151656516,
9.787,1942.438156,0.002459610441473484,0.00010764140710169675,0.00015,0.000456,40.736440053628264,
10.329,2016.866837,0.002602771628140539,-4.047880790928957e-05,0.000157,0.000478,42.2973440610283,
10.874,2106.701331,0.002494280841799493,0.0003249884391215086,0.000164,0.000501,44.18133582070161,
11.416,2179.247761,0.002483943337115066,0.0001519969167633532,0.000171,0.000521,45.702765621527526,
11.96,2246.400226,0.002757436602071674,0.00010718828611770962,0.000177,0.000539,47.11107422403105,
12.496,2306.712821,0.0032188073880608124,0.0002749940905470584,0.000184,0.000556,48.3759383861703,
13.041,2360.494691,0.003438598641503517,0.0004612771617709827,0.000189,0.000573,49.503841437528514,
13.585,2410.969336,0.003247831920443772,0.0003478458754284964,0.000195,0.000587,50.562386001183945,
14.129,2471.901836,0.0030294720138036688,0.0004473814515930521,0.0002,0.000603,51.84025069195956,
14.674,2518.056478,0.003652160885713252,0.00043831903191205736,0.000205,0.000618,52.80819698215263,
15.217,2573.026633,0.0034400564947281304,0.0007951769802456691,0.00021,0.000633,53.961020518376536,
15.767,2621.408099,0.0037560395545797104,0.0005452555841496549,0.000214,0.000649,54.97566733394066,
16.307,2666.115228,0.003681795065808333,0.0005552242457989815,0.000219,0.000663,55.91325665942461,
16.855,2723.085178,0.003982165842944188,0.0003453285366280909,0.000224,0.000678,57.10801951242181,
17.398,2770.746913,0.003956640158300564,0.0004821710738136685,0.000229,0.000693,58.10757226764448,
17.944,2819.838452,0.0038426095297056477,0.0005558787538870226,0.000233,0.000707,59.13711059782844,
18.486,2860.207867,0.0038945091045053874,0.000710544049778777,0.000238,0.00072,59.983730218158605,
19.036,2913.583988,0.004365342683244072,0.00039169791732992864,0.000242,0.000733,61.10312397939385,
19.58,2961.318181,0.0042437047114581745,0.0005955016666040384,0.000247,0.000747,62.10419630988036,
20.122,3001.299554,0.004420237483760205,0.0008530757726530277,0.000251,0.000761,62.94267798789176,
20.667,3040.363147,0.004760632958520157,0.0006826015890952778,0.000255,0.000774,63.76191215995969,
21.217,3087.73667,0.004831670170197159,0.0006811415325910211,0.000259,0.000785,64.75542058845592,
21.76,3129.658262,0.005153219578724998,0.0006451939345224972,0.000264,0.000796,65.63459216680741,
22.305,3170.019629,0.0049822266486770255,0.0007063149205941816,0.000267,0.00081,66.48104300602681,
22.85,3207.440882,0.005004439030537095,0.0005288928819475559,0.000272,0.000822,67.26583433894899,
23.393,3245.213145,0.005418416333511902,0.0006474595394427906,0.000275,0.000834,68.05798698619621,
23.936,3282.663381,0.005513865960097276,0.000728215768157137,0.000279,0.000844,68.84338614502957,
24.478,3325.398095,0.005592643047076451,0.0007120041062830336,0.000282,0.000855,69.73961036184316,
25.025,3366.203862,0.005968318569874532,0.0006895494441841537,0.000286,0.000867,70.59538107253643,
25.57,3402.221075,0.005912151461089567,0.0008447182078359534,0.000289,0.000877,71.35072714815854,
26.112,3432.902285,0.005691140912222808,0.0008752787008717956,0.000293,0.000887,71.99416759339339,
26.656,3469.107885,0.005829849019948856,0.0008175309487924328,0.000296,0.000899,72.75346448500862,
27.199,3507.529037,0.006314598470377904,0.0007126586143710747,0.0003,0.000909,73.55922550777518,
27.742,3543.621927,0.005718707591380966,0.0007430680670789212,0.000304,0.000919,74.31615866691108,
28.284,3580.674462,0.006277038870024869,0.0009413336709923535,0.000307,0.000931,75.09321731673224,
28.827,3619.721959,0.0064602247543160225,0.0007899912623168624,0.000311,0.000943,75.91211392657866,
29.372,3651.731537,0.0063210130245666555,0.0008173295616883789,0.000314,0.000953,76.58341265045883,
29.915,3693.71271,0.006715110510840699,0.0009760225996606746,0.000318,0.000964,77.46383375010257,
30.456,3726.773709,0.006584698913284356,0.0008678777247989326,0.000321,0.000974,78.15718267331873,
31.0,3760.723506,0.006850160732294019,0.0009071985568599569,0.000325,0.000985,78.86917129753897,
31.546,3797.547402,0.007051954125016914,0.0009545748730820642,0.000329,0.000996,79.64143497415151,
32.093,3838.234025,0.007192093579545563,0.001024506544954989,0.000333,0.001008,80.49470701975278,
32.637,3874.389714,0.00724272084607647,0.0008633465149583458,0.000336,0.001018,81.25295718745907,
33.182,3901.243626,0.007370084205072207,0.0006940806540247404,0.000339,0.001028,81.81613227389072,
33.727,3945.295442,0.007486844995160757,0.001077471353313653,0.000343,0.001038,82.73997850096075,
34.271,3982.892208,0.007866178404231755,0.0009380107837759112,0.000346,0.00105,83.5284506588199,
34.816,4017.946564,0.00785114926280595,0.0008492494176765402,0.000351,0.001062,84.26360388230948,
35.358,4053.748024,0.008178927680566571,0.0008765877170480565,0.000353,0.001073,85.01442522744082,
35.906,4094.943454,0.007612246878908562,0.0009907742050307001,0.000358,0.001083,85.87836787575361,
36.448,4131.413123,0.008175614377783205,0.0011184536289829878,0.000361,0.001095,86.6432027717348,
36.991,4163.739903,0.008162970814361672,0.0009271358801584314,0.000364,0.001106,87.32115379505522,
37.538,4195.280936,0.008203260576208342,0.0011264084195919545,0.000367,0.001115,87.98262628315744,
38.081,4234.107851,0.00839617431747161,0.0012824834252119072,0.00037,0.001125,88.79689688965227,
38.628,4271.099208,0.008624262081083833,0.0011710660099096023,0.000374,0.001135,89.57267252620379,
39.172,4309.819855,0.008626912723310676,0.0008780477735521343,0.000378,0.001146,90.3847145006064,
39.717,4342.951707,0.008867962127411779,0.00094077985645625,0.000382,0.001157,91.07954933933458,
40.259,4380.772287,0.008858817411729582,0.0014014025101391917,0.000385,0.001167,91.87271528142875,
40.808,4423.569811,0.008973643232992589,0.000906745435875791,0.000389,0.001178,92.77025673750265,
41.35,4457.35377,0.00920777446088181,0.0012143642372752887,0.000393,0.00119,93.47876743902829,
41.897,4492.305082,0.00927221157341428,0.001183904437791384,0.000396,0.0012,94.21175964353462,
42.44,4531.062766,0.009327530476686753,0.0010373953196126501,0.0004,0.001211,95.02457835079002,
42.985,4558.963275,0.00939514835989121,0.001074450546753381,0.000404,0.001222,95.60970246855587,
43.529,4599.646687,0.009773792601983296,0.0009489863809453286,0.000407,0.001232,96.46290717368166,
44.073,4634.746133,0.009818190859281423,0.0010033608990321912,0.00041,0.001243,97.1990060159938,
44.616,4672.975693,0.009941101139336153,0.0008517667564767668,0.000414,0.001255,98.00074900812261,
45.159,4699.319197,0.010078271874570797,0.001036539424420555,0.000418,0.001267,98.55321991597812,
45.706,4740.448621,0.010055317312887039,0.001158781396564103,0.000421,0.001277,99.41577829913226,
46.25,4776.807199,0.010667165058089064,0.001143123549226103,0.000425,0.001287,100.17828341599126,
46.794,4821.81384,0.010153629633077426,0.0011600400659643056,0.000428,0.001298,101.122154049632,
47.334,4848.294209,0.01081040576402291,0.0013246236767293284,0.000432,0.001309,101.67749526398902,
47.878,4885.238879,0.01073621428809612,0.0010731415305771201,0.000434,0.001318,102.4522917897406,
48.421,4923.399206,0.010887459933554711,0.0014004962681710385,0.000438,0.001327,103.25258284068633,
48.966,4947.095643,0.010851278667159498,0.0011481582268267352,0.000441,0.001338,103.74953996766271,
49.513,4984.491154,0.010870999445326681,0.0011633126064046896,0.000445,0.00135,104.53379144430346,
50.054,5022.190982,0.011055537157153269,0.0012734713523067918,0.000448,0.001361,105.3244249986384,
50.6,5055.403349,0.011169753330704342,0.0013335350560825063,0.000452,0.001371,106.02094838248745,
51.143,5088.179369,0.011712472326632521,0.0013034780308065306,0.000455,0.001381,106.70832078083242,
51.688,5128.801604,0.011567879793163052,0.00107485332096131,0.000458,0.00139,107.56024249366038,
52.233,5160.197734,0.011880973652987419,0.0012546416580803456,0.000462,0.001401,108.21867610386842,
52.78,5192.315208,0.011546091514058948,0.0010772699662095991,0.000465,0.001412,108.89223760194422,
53.323,5230.320966,0.011654502781133391,0.0014127305347406585,0.000469,0.001421,109.68928706149968,
53.869,5261.461085,0.011821122151507147,0.0013934477195300461,0.000471,0.001433,110.3423516581706,
54.412,5296.418848,0.011830346386456322,0.0011935206720084823,0.000475,0.001442,111.07547915181033,
54.958,5328.393021,0.012423931206715966,0.0014146940590047817,0.000475,0.001445,111.74603536882834,
55.502,5328.555645,0.012013876854236837,0.0013555869439732784,0.000475,0.001445,111.74944588813206,
56.049,5326.807032,0.012404395973504755,0.001397525808386646,0.000476,0.001446,111.71277431203504,
56.595,5333.944786,0.01225023462159675,0.00123032416526928,0.000476,0.00145,111.86246591845267,
57.141,5349.714504,0.012459449812554467,0.0013411374192594232,0.000478,0.001454,112.19318541651509,
57.684,5365.115499,0.012365113455704346,0.0011990588173693385,0.00048,0.001458,112.51617212661746,
58.222,5370.9587,0.012445189357374554,0.0012742265539469493,0.00048,0.001458,112.63871461607718,
58.767,5358.59443,0.012580133553138695,0.0011482085736027933,0.000475,0.001442,112.37941351961443,
59.31,5309.734711,0.012452187052853225,0.0010553187718709432,0.00047,0.001427,111.35473687396033,
59.855,5260.329156,0.012446223107843015,0.0009171168717332255,0.000466,0.001414,110.31861306051638,
60.397,5215.407844,0.01220294716427141,0.0012635026906574651,0.000462,0.001402,109.37653193028024,
60.94,5177.440729,0.012291876210979042,0.0013837307917608317,0.000458,0.00139,108.58029288430119,
61.482,5143.354054,0.012401056164299188,0.0011388944200415078,0.000454,0.001377,107.86543368094594,
62.022,5107.987318,0.01236665082819575,0.0012972853773578121,0.00045,0.001367,107.12372928407427,
62.565,5067.598554,0.01223870432791028,0.001126760847024004,0.000447,0.001354,106.27670388023118,
63.106,5023.842986,0.012365299000660126,0.0010830598454503887,0.000443,0.001343,105.35907050933663,
63.654,4982.560595,0.011793051850325859,0.0014650911817873397,0.00044,0.001332,104.49330413162862,
64.197,4942.37149,0.01229078944766599,0.001237725141342143,0.000436,0.001319,103.6504659379984,
64.744,4910.996295,0.012003035727529468,0.0013674184363347908,0.000431,0.001308,102.99247137259077,
65.286,4866.015413,0.011826768019450196,0.0013693819605990927,0.000427,0.001297,102.04914095175224,
65.827,4824.831244,0.011672765706075772,0.0014038191553874808,0.000424,0.001285,101.1854344669693,
66.369,4792.420729,0.011703248091683346,0.0013554359036452828,0.00042,0.001272,100.50572736930627,
66.914,4749.898534,0.011812507564270281,0.001151632154371173,0.000417,0.00126,99.61396006015637,
67.458,4705.139854,0.011582882428166468,0.0012584680130568332,0.000413,0.001248,98.67528961699837,
68.004,4665.614132,0.01163085905247072,0.0011105995319259589,0.000409,0.001236,97.8463637642726,
68.549,4631.118487,0.01157222684641488,0.0011619028966764911,0.000404,0.001224,97.12292772060081,
