t,MTS_F,MTS,Laser,Strain Guage 1,Strain Guage 2,MTS_stress,Comment
134.038,3035.753318,0.0828081060591511,0.04279307327500339,0.00406,0.004431,64.1604016530804,
134.585,3036.072125,0.08367393259236838,0.0432456060806867,0.004022,0.004358,64.16713961332523,
135.13,3042.82827,0.08421440990861412,0.04362398265761105,0.00399,0.004296,64.30993019326341,
135.691,3051.774205,0.08505504150205451,0.04386548642936363,0.003964,0.004242,64.49900180832483,
136.24,3051.114048,0.08550407251653966,0.04412766838028938,0.003939,0.004194,64.48504944334744,
136.785,3056.369543,0.08582688605434743,0.044556422830011835,0.003907,0.004146,64.59612390650832,
137.329,3063.975842,0.08699127532145401,0.04486423938325077,0.003873,0.004113,64.75688242270257,
137.872,3058.544842,0.08756547177551721,0.0451732340036691,0.003877,0.004099,64.64209867551476,
138.414,3059.303218,0.08753690492195826,0.045719795171319584,0.003877,0.004081,64.65812689113937,
138.958,3064.404139,0.08839080836804337,0.045931196226464764,0.003873,0.004063,64.76593444527103,
139.501,3068.398895,0.08937529929106726,0.046223790911676776,0.003867,0.004045,64.85036329129957,
140.045,3077.908379,0.0897374698065353,0.04660356256815554,0.00386,0.004028,65.05134546904631,
140.587,3077.926091,0.09044093194733473,0.04685411885612769,0.003852,0.004011,65.05171981073849,
141.129,3087.491929,0.0907916109806347,0.04720924410714529,0.003844,0.003995,65.25389302573232,
141.671,3082.635749,0.09139701786866136,0.047513805474757115,0.003836,0.003978,65.15125805290624,
142.216,3088.19395,0.09219254674335717,0.04779006222829863,0.003827,0.003961,65.26873018297493,
142.76,3083.397344,0.09315219340563732,0.04825015946534348,0.003811,0.00394,65.16735430183637,
143.303,3089.763836,0.09323462995377306,0.04857282586539489,0.003786,0.003916,65.30190959703086,
143.846,3096.935397,0.09416090815726914,0.04878059971369872,0.003778,0.003917,65.45347996064086,
144.388,3095.507204,0.0947768084409847,0.04905487235409591,0.003806,0.003929,65.42329521671756,
144.934,3103.8912,0.09536449255017468,0.04931782934921858,0.003831,0.003922,65.6004902963139,
145.481,3109.4333,0.0959428701773272,0.04982935851916952,0.003827,0.003915,65.71762213304555,
146.026,3112.42977,0.09659774978435945,0.05013571798931822,0.003824,0.003907,65.78095228493946,
146.567,3121.309689,0.09699328875861138,0.05049967874418037,0.00382,0.003899,65.96862865716268,
147.112,3114.941587,0.09757104595362809,0.050879016375908866,0.003817,0.003889,65.83403933474797,
147.656,3126.676284,0.09840385470709467,0.05127342086682485,0.003814,0.00388,66.0820512098674,
148.201,3125.259361,0.09913858123247832,0.05150481806224988,0.003811,0.003871,66.0521046564856,
148.747,3123.05186,0.09988150825217913,0.05179518062017475,0.003807,0.003862,66.00544930080508,
149.292,3130.408587,0.10053849193341124,0.052084954144510136,0.003802,0.003849,66.16093313289821,
149.836,3124.011503,0.10116593764991541,0.05234155577721823,0.003792,0.00383,66.02573127824986,
150.38,3135.74459,0.10097465572490541,0.05274321468181713,0.003773,0.003806,66.27370912614907,
150.927,3136.235682,0.10163894971521625,0.052963792260253724,0.003772,0.003794,66.2840883159804,
151.471,3142.991827,0.10263663156495431,0.0532379408935795,0.003791,0.003798,66.42687889591858,
152.013,3146.212106,0.10323672431686116,0.053607264954284056,0.0038,0.003797,66.49493923298546,
152.556,3148.255373,0.1043288467277979,0.05403366326964795,0.003799,0.003794,66.53812351631545,
