LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/02/16
Time	12:40:15.2319998741149902344
***End_of_Header***	

Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	
Time	12:40:15.2319998741149902344	12:40:15.3369998931884765625	12:40:15.4450001716613769532	12:40:15.5529999732971191406	12:40:15.6620001792907714844	12:40:15.7699999809265136719	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
0.000000	426.479419	-37.726706	19.862245	6.741607E-6	-1.211858E-5
0.544000	425.874007	-37.717210	19.862792	6.577634E-6	-1.167002E-5
1.084000	430.741457	-37.728220	19.862789	6.322977E-6	-1.186749E-5
1.629000	422.674661	-37.726797	19.862870	6.237264E-6	-1.112638E-5
2.172000	429.802746	-37.722926	19.861250	6.233537E-6	-1.093622E-5
2.718000	431.606101	-37.720156	19.864787	6.401237E-6	-9.787989E-6
3.264000	431.477290	-37.729247	19.866703	6.098135E-6	-9.241906E-6
3.810000	433.222681	-37.728584	19.863994	5.725468E-6	-8.689729E-6
4.355000	435.169339	-37.722227	19.865905	5.544104E-6	-8.239941E-6
4.898000	438.032165	-37.734657	19.864459	5.376404E-6	-6.672385E-6
5.441000	449.362713	-37.721696	19.861596	5.209947E-6	-5.898357E-6
5.984000	448.778233	-37.731469	19.866456	4.721754E-6	-3.731071E-6
6.527000	451.938935	-37.726259	19.859683	4.494428E-6	-2.108647E-6
7.070000	464.958518	-37.728181	19.857989	4.455920E-6	-2.741198E-7
7.611000	461.844510	-37.722565	19.864167	3.155318E-6	2.502674E-6
8.157000	475.899412	-37.710891	19.863721	1.606277E-6	8.430535E-6
8.702000	503.001270	-37.666789	19.863812	-0.000134	0.000408
9.244000	1862.460936	-37.632232	19.860878	-0.000142	0.000432
9.787000	1942.438156	-37.633913	19.864383	-0.000150	0.000456
10.329000	2016.866837	-37.628512	19.861441	-0.000157	0.000478
10.874000	2106.701331	-37.632605	19.868700	-0.000164	0.000501
11.416000	2179.247761	-37.632995	19.865264	-0.000171	0.000521
11.960000	2246.400226	-37.622677	19.864374	-0.000177	0.000539
12.496000	2306.712821	-37.605271	19.867707	-0.000184	0.000556
