LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/02/16
Time	13:34:21.5
***End_of_Header***	

Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	
Time	13:34:21.5	13:34:21.6090002059936523437	13:34:21.7170000076293945313	13:34:21.8270001411437988281	13:34:21.9330000877380371094	13:34:22.0409998893737792969	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
0.000000	351.102377	-36.954573	29.117969	-3.176968E-7	2.762662E-5
0.546000	447.482071	-36.930566	29.121906	-8.843827E-6	5.349000E-5
1.086000	580.200990	-36.943492	29.117264	-1.588882E-5	7.577092E-5
1.628000	711.269518	-36.934800	29.118880	-2.207716E-5	9.673927E-5
2.177000	823.061464	-36.935283	29.121814	-2.759756E-5	0.000117
2.721000	933.724702	-36.914451	29.122159	-3.329417E-5	0.000135
3.268000	1029.743728	-36.931255	29.123922	-3.784743E-5	0.000152
3.812000	1118.713567	-36.907199	29.124031	-4.257941E-5	0.000168
4.357000	1207.058672	-36.909176	29.123563	-4.717107E-5	0.000182
4.904000	1291.747152	-36.907589	29.125645	-5.182600E-5	0.000198
5.447000	1371.474795	-36.912606	29.121304	-5.580933E-5	0.000212
5.996000	1445.549240	-36.891310	29.127200	-6.046914E-5	0.000224
6.540000	1520.713750	-36.895699	29.126872	-6.437793E-5	0.000236
7.084000	1579.392047	-36.881217	29.126638	-6.782370E-5	0.000248
7.626000	1645.151735	-36.881527	29.122679	-7.064385E-5	0.000258
8.174000	1699.677485	-36.876896	29.124518	-7.411439E-5	0.000269
8.718000	1764.165165	-36.852067	29.124423	-7.733419E-5	0.000279
9.269000	1820.862992	-36.862404	29.122540	-8.124284E-5	0.000289
9.812000	1870.970521	-36.858221	29.126463	-8.421682E-5	0.000298
10.355000	1930.629395	-36.852788	29.125184	-8.682463E-5	0.000308
10.903000	1982.844597	-36.851201	29.122024	-8.969183E-5	0.000317
11.444000	2036.896968	-36.852785	29.124737	-9.247214E-5	0.000326
11.988000	2082.707037	-36.839794	29.127189	-9.504266E-5	0.000336
12.530000	2125.530298	-36.839865	29.126413	-9.816178E-5	0.000345
13.073000	2169.469386	-36.830018	29.125447	-0.000101	0.000354
13.622000	2237.053368	-36.836107	29.126598	-0.000104	0.000363
14.166000	2272.466770	-36.836983	29.125922	-0.000107	0.000370
14.709000	2314.610553	-36.811649	29.123176	-0.000110	0.000379
15.254000	2355.496819	-36.818808	29.124217	-0.000112	0.000388
15.796000	2405.945702	-36.811266	29.123674	-0.000115	0.000396
16.339000	2456.378483	-36.806644	29.121714	-0.000118	0.000404
16.884000	2490.758177	-36.807456	29.120317	-0.000121	0.000412
17.429000	2533.592712	-36.793087	29.124386	-0.000123	0.000418
17.974000	2577.964931	-36.796088	29.121304	-0.000126	0.000426
18.517000	2627.747218	-36.797315	29.122381	-0.000128	0.000434
19.061000	2661.412011	-36.783703	29.125236	-0.000130	0.000441
19.604000	2704.811706	-36.784508	29.125758	-0.000132	0.000449
20.150000	2742.284479	-36.783011	29.121383	-0.000135	0.000456
20.692000	2787.936761	-36.767501	29.127204	-0.000138	0.000462
