LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2024/02/16
Time	12:35:19.506999969482421875
***End_of_Header***	
	
Channels	6						
Samples	1	1	1	1	1	1	
Date	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	2024/02/16	
Time	12:35:19.506999969482421875	12:35:19.6129999160766601562	12:35:19.7210001945495605469	12:35:19.8280000686645507812	12:35:19.9359998703002929688	12:35:20.0450000762939453125	
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***							
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Comment
	0.000000	473.105821	-37.721828	0.040262	0.009071	-0.008199
	0.545000	472.962519	-37.711948	0.043939	0.009071	-0.008199
	1.088000	473.833604	-37.710421	0.039336	0.009071	-0.008200
	1.631000	473.271665	-37.727338	0.036315	0.009070	-0.008199
	2.179000	470.291298	-37.724227	0.042157	0.009071	-0.008200
	2.721000	477.416163	-37.721441	0.037368	0.009071	-0.008200
	3.268000	475.820515	-37.718044	0.041387	0.009070	-0.008200
	3.811000	473.964025	-37.734210	0.049013	0.009071	-0.008200
	4.356000	474.049363	-37.720649	0.047541	0.009071	-0.008200
	4.902000	471.981944	-37.704805	0.035109	0.009071	-0.008201
	5.447000	473.513186	-37.725438	0.047994	0.009070	-0.008201
	5.991000	469.072423	-37.718456	0.039568	0.009070	-0.008201
	6.544000	472.967349	-37.721547	0.038476	0.009070	-0.008201
	7.087000	469.159371	-37.732580	0.037747	0.009070	-0.008201
	7.629000	473.960805	-37.722858	0.036084	0.009070	-0.008201
	8.171000	470.682562	-37.734545	0.040895	0.009069	-0.008200
	8.711000	475.789923	-37.723425	0.041394	0.009070	-0.008199
	9.258000	470.970777	-37.723055	0.040217	0.009066	-0.008183
	9.805000	476.160255	-37.734029	0.043996	0.009062	-0.008177
	10.350000	469.595718	-37.721609	0.043025	0.009062	-0.008180
	10.898000	473.651658	-37.719879	0.040763	0.009064	-0.008182
	11.441000	468.747175	-37.718230	0.039130	0.009067	-0.008197
	11.985000	468.599042	-37.732001	0.043580	0.009070	-0.008199
	12.534000	470.991709	-37.721267	0.040726	0.009063	-0.008174
	13.079000	471.845082	-37.713220	0.046707	0.009062	-0.008171
	13.623000	465.932652	-37.714276	0.044366	0.009072	-0.008199
	14.171000	469.626311	-37.711497	0.043854	0.009072	-0.008200
	14.718000	466.306205	-37.731460	0.037938	0.009072	-0.008200
	15.264000	469.317164	-37.725463	0.039038	0.009071	-0.008200
	15.811000	467.314152	-37.726101	0.039690	0.009071	-0.008199
	16.356000	473.194379	-37.721402	0.036328	0.009071	-0.008198
	16.898000	468.194898	-37.725634	0.039980	0.009071	-0.008198
	17.441000	469.515211	-37.721013	0.043703	0.009071	-0.008198
	17.985000	467.908293	-37.728056	0.042564	0.009071	-0.008199
	18.532000	470.529599	-37.707581	0.043205	0.009072	-0.008199
	19.078000	470.458753	-37.721766	0.040890	0.009072	-0.008199
	19.620000	468.896918	-37.731340	0.045372	0.009073	-0.008199
	20.166000	466.080785	-37.719361	0.042553	0.009073	-0.008198
	20.713000	467.727957	-37.708792	0.040381	0.009073	-0.008198
